,compound_emoji
3919,0.0
3920,0.0
3921,0.0
3922,0.0
3923,0.658
3924,0.4716666666666667
3925,0.40900000000000003
3926,0.7133333333333334
3927,0.539
3928,0.539
3929,0.0
3930,0.0
3931,0.0
3932,0.0
3933,0.422
3934,0.0
3935,0.071
3936,0.134
3937,0.0
3938,0.659
3939,0.4395
3940,0.0
3941,0.071
3942,0.134
3943,0.0
3944,0.659
3945,0.4395
3946,0.0
3947,0.0
3948,0.0
3949,0.1105
3950,0.1105
3951,0.0
3952,0.678
3953,0.0
3954,0.0
3955,0.353
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.22566666666666668
3961,0.0
3962,0.221
3963,0.221
3964,0.0
3965,0.24966666666666668
3966,0.14
3967,0.4185
3968,0.746
3969,0.11766666666666666
3970,0.353
3971,0.24966666666666668
3972,0.14
3973,0.4185
3974,0.746
3975,0.11766666666666666
3976,0.353
3977,0.0
3978,0.0
3979,-0.146
3980,0.0
3981,0.0
3982,0.0
3983,0.678
3984,0.694
3985,0.3684
3986,0.712
3987,0.48839999999999995
3988,0.4486666666666667
3989,0.0
3990,0.746
3991,0.221
3992,0.06666666666666667
3993,0.493
3994,0.0
3995,0.0
3996,0.0
3997,0.1105
3998,0.19566666666666666
3999,0.0
4000,0.221
4001,0.0
4002,0.0
4003,0.1105
4004,0.19566666666666666
4005,0.0
4006,0.221
4007,-0.208
4008,0.0
4009,0.0
4010,0.3805
4011,0.005999999999999999
4012,0.0
4013,0.0
4014,0.0
4015,0.221
4016,0.0
4017,0.11433333333333334
4018,0.0
4019,0.0
4020,0.2465
4021,0.0
4022,0.0
4023,0.14
4024,0.14
4025,0.0
4026,0.221
4027,0.3605
4028,0.0
4029,0.221
4030,0.0
4031,0.0
4032,0.221
4033,0.3605
4034,0.0
4035,0.221
4036,0.0
4037,0.0
4038,0.0
4039,0.0
4040,0.443
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,0.0
4048,0.0
4049,0.0
4050,0.0
4051,0.232
4052,0.0
4053,0.0
4054,0.264
4055,0.0
4056,0.0
4057,0.353
4058,0.467
4059,0.0
4060,0.0
4061,0.0
4062,0.0
4063,0.353
4064,0.467
4065,0.0
4066,0.0
4067,0.0
4068,0.2095
4069,0.0
4070,0.0
4071,0.0
4072,0.0
4073,0.4395
4074,0.0
4075,0.0
4076,0.4835
4077,0.746
4078,0.746
4079,0.4395
4080,0.221
4081,0.0
4082,0.746
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.732
4089,0.221
4090,0.0
4091,0.0
4092,0.1385
4093,0.678
4094,0.0
4095,0.5940000000000001
4096,0.142
4097,0.0
4098,0.40449999999999997
4099,0.142
4100,0.0
4101,0.0
4102,0.693
4103,0.0
4104,0.6234999999999999
4105,0.0
4106,0.221
4107,0.1105
4108,0.49749999999999994
4109,-0.0465
4110,0.221
4111,0.221
4112,0.221
4113,0.1105
4114,0.49749999999999994
4115,-0.0465
4116,0.221
4117,0.221
4118,0.2913333333333334
4119,-0.00799999999999998
4120,0.353
4121,0.589
4122,0.701
4123,0.31966666666666665
4124,0.0
4125,0.11766666666666666
4126,0.316
4127,0.316
4128,0.35833333333333334
4129,0.316
4130,0.316
4131,0.316
4132,0.0
4133,0.0
4134,0.0
4135,0.5075000000000001
4136,0.633
4137,0.633
4138,0.0
4139,0.0
4140,0.0
4141,0.5075000000000001
4142,0.633
4143,0.633
4144,0.2608333333333333
4145,0.713
4146,0.713
4147,0.0
4148,0.389
4149,0.534
4150,0.353
4151,0.0
4152,0.353
4153,0.0
4154,0.4195
4155,0.13
4156,0.423
4157,0.373
4158,0.20550000000000002
4159,0.1805
4160,0.221
4161,0.221
4162,0.0
4163,0.0
4164,0.5156666666666666
4165,0.5336666666666666
4166,0.221
4167,0.0
4168,0.0
4169,0.221
4170,0.493
4171,0.493
4172,0.746
4173,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.633
4178,-0.483
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.633
4184,-0.483
4185,0.0
4186,0.493
4187,0.0
4188,0.0
4189,0.0
4190,0.0
4191,0.0
4192,0.0
4193,0.0
4194,0.0
4195,0.0
4196,0.0
4197,0.0
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4203,0.0
4204,0.443
4205,0.493
4206,0.0
4207,0.217
4208,0.0
4209,0.0
4210,0.0
4211,0.0
4212,0.0
4213,0.0
4214,0.0
4215,0.3793333333333333
4216,0.0
4217,0.0
4218,0.5943333333333334
4219,0.11875
4220,0.0
4221,0.3793333333333333
4222,0.0
4223,0.0
4224,0.5943333333333334
4225,0.11875
4226,0.0
4227,0.23766666666666666
4228,0.0
4229,0.22033333333333335
4230,0.04233333333333334
4231,0.0
4232,0.0
4233,0.321
4234,0.179
4235,0.0
4236,0.2605
4237,0.0
4238,0.5435
4239,0.321
4240,0.179
4241,0.0
4242,0.2605
4243,0.0
4244,0.5435
4245,0.0
4246,0.0
4247,0.0
4248,0.456
4249,0.0
4250,0.0
4251,0.0
4252,0.0
4253,0.746
4254,0.0
4255,0.732
4256,0.0
4257,0.0
4258,0.0
4259,0.746
4260,0.0
4261,0.732
4262,0.0
4263,0.256
4264,0.0
4265,0.0
4266,0.14
4267,0.0
4268,-0.068
4269,0.0
4270,0.303
4271,0.0
4272,0.0
4273,0.0
4274,0.0
4275,0.0
4276,0.303
4277,0.0
4278,0.0
4279,0.0
4280,0.0
4281,0.2
4282,0.0
4283,0.3155
4284,0.1635
4285,0.4195
4286,0.42600000000000005
4287,0.0
4288,0.0
4289,0.0
4290,0.0
4291,0.0
4292,0.0
4293,0.0
4294,0.0
4295,0.0
4296,0.0
4297,0.0
4298,0.0
4299,0.618
4300,0.223
4301,0.0
4302,0.223
4303,0.0
4304,0.56
4305,0.0
4306,0.564
4307,0.0
4308,0.564
4309,0.0
4310,0.0
4311,0.368
4312,0.0
4313,0.221
4314,0.0
4315,0.0
4316,0.149
4317,0.0
4318,0.675
4319,0.18
4320,0.64
4321,0.0
4322,0.149
4323,0.0
4324,0.675
4325,0.18
4326,0.64
4327,0.2985
4328,0.0
4329,-0.1205
4330,0.075
4331,0.645
4332,0.063
4333,0.0
4334,0.0
4335,0.0
4336,0.256
4337,0.0
4338,0.0
4339,0.0
4340,0.0
4341,0.0
4342,0.256
4343,0.0
4344,0.0
4345,0.0
4346,0.0
4347,0.0
4348,0.0
4349,0.0
4350,0.0
4351,0.5455
4352,0.2165
4353,0.08325
4354,0.36366666666666664
4355,0.0
4356,0.31383333333333335
4357,0.5455
4358,0.2165
4359,0.08325
4360,0.36366666666666664
4361,0.0
4362,0.31383333333333335
4363,0.30866666666666664
4364,0.43333333333333335
4365,0.677
4366,0.1145
4367,0.30516666666666664
4368,0.1515
4369,0.408
4370,0.2665
4371,0.0625
4372,0.0
4373,0.0
4374,0.0
4375,0.408
4376,0.2665
4377,0.0625
4378,0.0
4379,0.0
4380,0.0
4381,0.261
4382,0.3363333333333333
4383,0.0
4384,0.0
4385,0.0
4386,0.0
4387,0.0
4388,0.0
4389,0.18
4390,0.221
4391,0.0
4392,0.0
4393,0.221
4394,0.542
4395,-0.243
4396,-0.393
4397,-0.093
4398,-0.0465
4399,0.042333333333333334
4400,0.166
4401,-0.243
4402,-0.393
4403,-0.093
4404,-0.0465
4405,0.042333333333333334
4406,0.166
4407,0.746
4408,0.2695
4409,0.7025
4410,0.746
4411,0.471
4412,0.0
4413,0.0
4414,-0.0465
4415,0.3335
4416,0.0
4417,0.0
4418,0.0
4419,0.0
4420,-0.0465
4421,0.3335
4422,0.0
4423,0.0
4424,0.0
4425,0.28
4426,0.0
4427,0.0
4428,0.0
4429,0.0
4430,0.0
4431,0.0
4432,0.0
4433,0.0
4434,0.0
4435,0.0
4436,0.0
4437,0.0
4438,0.0
4439,0.0
4440,0.0
4441,0.673
4442,0.0
4443,0.0
4444,0.0
4445,0.0
4446,0.0
4447,0.673
4448,0.0
4449,0.0
4450,0.0
4451,0.0
4452,0.0
4453,0.0
4454,-0.081
4455,0.0
4456,0.0
4457,0.0
4458,0.0
4459,0.0
4460,0.0
4461,0.0
4462,0.0
4463,0.0
4464,0.0
4465,0.0
4466,0.0
4467,0.0
4468,0.0
4469,0.456
4470,0.456
4471,0.456
4472,0.456
4473,0.111
4474,0.0
4475,0.184
4476,0.381
4477,0.1105
4478,0.339
4479,0.0
4480,0.0
4481,0.184
4482,0.381
4483,0.1105
4484,0.339
4485,0.0
4486,0.0
4487,0.0
4488,0.0
4489,0.691
4490,0.07966666666666668
4491,0.2468
4492,0.0
4493,0.373
4494,0.373
4495,0.702
4496,0.0
4497,0.0
4498,0.0
4499,0.0
4500,0.0
4501,0.0
4502,0.0
4503,0.0
4504,0.0
4505,0.0
4506,0.0
4507,0.0
4508,0.0
4509,0.0
4510,0.0
4511,0.0
4512,0.0
4513,0.0
4514,0.0
4515,0.0
4516,0.0
4517,0.0
4518,0.0
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,0.0
4524,0.0
4525,0.0
4526,0.123
4527,0.0
4528,0.1705
4529,0.0
4530,0.0
4531,0.425
4532,0.0
4533,0.0
4534,0.1705
4535,0.0
4536,0.0
4537,0.425
4538,0.0
4539,0.0
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,0.0
4545,0.22566666666666668
4546,0.0
4547,0.0
4548,0.0
4549,0.229
4550,0.493
4551,0.22566666666666668
4552,0.0
4553,0.0
4554,0.0
4555,0.229
4556,0.493
4557,0.0
4558,0.0
4559,0.4495
4560,0.0
4561,0.0
4562,0.0
4563,0.0
4564,0.121
4565,0.278
4566,0.0
4567,0.0
4568,0.0
4569,0.0
4570,0.121
4571,0.278
4572,0.0
4573,0.0
4574,0.0
4575,0.0
4576,0.0
4577,0.0
4578,0.0
4579,0.0
4580,0.0
4581,0.0
4582,0.0
4583,0.0
4584,0.0
4585,0.0
4586,0.0
4587,0.0
4588,0.0
4589,0.0
4590,0.0
4591,0.0
4592,0.0
4593,0.0
4594,0.14
4595,0.746
4596,0.16433333333333333
4597,0.0435
4598,0.0
4599,0.0
4600,0.14
4601,0.746
4602,0.16433333333333333
4603,0.0435
4604,0.0
4605,0.0
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,0.0
4611,0.0
4612,0.0
4613,0.0
4614,0.0
4615,0.0
4616,0.0
4617,0.0
4618,0.0
4619,0.0
4620,0.0
4621,0.0
4622,0.0
4623,0.0
4624,0.0
4625,0.0
4626,0.0
4627,0.0
4628,0.486
4629,0.42950000000000005
4630,0.43425
4631,0.0
4632,0.0
4633,0.4415
4634,0.589
4635,0.42950000000000005
4636,0.43425
4637,0.0
4638,0.0
4639,0.4415
4640,0.589
4641,0.713
4642,0.07
4643,0.4455
4644,0.641
4645,0.0
4646,0.14
4647,0.0
4648,0.268
4649,0.268
4650,0.493
4651,0.746
4652,0.0
4653,0.0
4654,0.268
4655,0.268
4656,0.493
4657,0.746
4658,0.0
4659,0.0
4660,0.0
4661,0.221
4662,0.0
4663,0.2
4664,0.2
4665,0.063
4666,0.0
4667,0.221
4668,0.0
4669,0.2
4670,0.2
4671,0.063
4672,0.0
4673,0.278
4674,-0.122
4675,0.0
4676,0.0
4677,0.701
4678,0.0
4679,0.633
4680,0.493
4681,0.0
4682,0.0
4683,0.36866666666666664
4684,0.0
4685,0.633
4686,0.493
4687,0.0
4688,0.0
4689,0.36866666666666664
4690,-0.0666
4691,0.0
4692,0.1805
4693,0.0
4694,0.5409999999999999
4695,0.4805
4696,0.071
4697,-0.368
4698,0.667
4699,0.456
4700,0.0
4701,0.634
4702,0.071
4703,-0.368
4704,0.667
4705,0.456
4706,0.0
4707,0.634
4708,0.0
4709,0.678
4710,0.0
4711,0.0
4712,0.0
4713,0.0
4714,0.0
4715,0.0
4716,0.678
4717,0.0
4718,-0.093
4719,0.0
4720,0.0
4721,0.0
4722,0.678
4723,0.0
4724,-0.093
4725,0.0
4726,-0.037
4727,0.875
4728,-0.211
4729,-0.211
4730,0.658
4731,0.0
4732,0.581
4733,0.17700000000000002
4734,0.21433333333333335
4735,0.17700000000000002
4736,0.0
4737,0.0
4738,0.581
4739,0.17700000000000002
4740,0.21433333333333335
4741,0.17700000000000002
4742,0.0
4743,0.0
4744,0.0
4745,0.0
4746,0.0
4747,0.678
4748,0.0
4749,0.0
4750,0.0
4751,0.0
4752,0.0
4753,0.0
4754,0.0
4755,0.0
4756,0.0
4757,0.0
4758,0.0
4759,0.0
4760,0.0
4761,0.0
4762,0.0
4763,0.638
4764,0.0
4765,0.443
4766,0.5209999999999999
4767,0.5329999999999999
4768,0.701
4769,0.638
4770,0.0
4771,0.443
4772,0.5209999999999999
4773,0.5329999999999999
4774,0.701
4775,-0.065
4776,0.0
4777,0.061
4778,0.0
4779,0.09
4780,0.0
4781,0.0
4782,0.0
