,compound
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.4939
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.4404
1969,0.7845
1970,-0.8625
1971,0.4033
1972,0.0
1973,0.4033
1974,-0.7574
1975,0.0
1976,0.0
1977,0.0
1978,-0.4767
1979,0.0
1980,0.3818
1981,0.5574
1982,0.875
1983,0.4588
1984,-0.079
1985,0.5514
1986,0.3818
1987,0.5574
1988,0.875
1989,0.4588
1990,-0.079
1991,0.5514
1992,-0.7351
1993,-0.5859
1994,0.8095
1995,-0.3164
1996,0.4404
1997,0.0
1998,0.4404
1999,-0.1027
2000,0.0
2001,0.6486
2002,0.6124
2003,0.4939
2004,0.0
2005,-0.296
2006,0.0
2007,0.0
2008,0.5256
2009,0.0
2010,0.4939
2011,0.7506
2012,0.7096
2013,0.2709
2014,0.6908
2015,0.6908
2016,0.0
2017,-0.2732
2018,0.0
2019,0.0
2020,0.7269
2021,-0.34
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.7717
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,-0.34
2037,0.0
2038,0.5574
2039,0.0
2040,0.0
2041,0.0
2042,-0.34
2043,0.0
2044,0.5574
2045,0.0
2046,0.0
2047,0.34
2048,0.0
2049,-0.2732
2050,0.3612
2051,0.9136
2052,0.126
2053,0.0
2054,0.3818
2055,-0.0202
2056,0.2732
2057,-0.2769
2058,0.0
2059,0.0
2060,0.3612
2061,-0.3182
2062,-0.2263
2063,0.0
2064,0.0
2065,-0.34
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.7506
2071,0.4588
2072,0.4939
2073,0.0
2074,-0.34
2075,-0.4588
2076,0.25
2077,0.4767
2078,0.6369
2079,0.5574
2080,0.5859
2081,0.0
2082,0.0
2083,-0.0516
2084,0.4404
2085,0.0
2086,0.4404
2087,0.4588
2088,0.0
2089,0.0
2090,0.0
2091,0.7579
2092,0.5719
2093,-0.6124
2094,0.0
2095,0.0
2096,0.0
2097,0.7579
2098,0.5719
2099,-0.6124
2100,0.0
2101,0.5719
2102,0.0
2103,0.6369
2104,0.3818
2105,0.8715
2106,0.0
2107,-0.4588
2108,0.0
2109,0.2869
2110,0.0
2111,0.717
2112,0.34
2113,0.6597
2114,0.6597
2115,0.0
2116,0.5106
2117,0.4404
2118,0.0
2119,0.0
2120,0.0772
2121,0.0
2122,0.5267
2123,0.0
2124,0.0
2125,-0.5423
2126,0.0
2127,-0.296
2128,0.3818
2129,0.7351
2130,0.0
2131,0.4404
2132,0.0
2133,0.4404
2134,0.7003
2135,0.431
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.6219
2142,0.0
2143,-0.4588
2144,0.7845
2145,0.3612
2146,0.0
2147,0.0
2148,0.0
2149,-0.4588
2150,0.7845
2151,0.3612
2152,0.0
2153,0.0
2154,0.3182
2155,0.0
2156,0.8516
2157,0.6103
2158,0.0
2159,0.8807
2160,0.6369
2161,0.0
2162,-0.1531
2163,0.0
2164,0.6486
2165,0.0
2166,0.0
2167,0.5972
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.8126
2174,-0.34
2175,0.4215
2176,0.4019
2177,-0.1531
2178,0.0
2179,0.5962
2180,0.7426
2181,0.7351
2182,0.7249
2183,0.3818
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.4215
2193,0.0
2194,0.0
2195,0.0
2196,0.4404
2197,0.69
2198,0.4588
2199,0.6597
2200,0.7003
2201,0.6476
2202,0.4404
2203,0.69
2204,0.4588
2205,0.6597
2206,0.7003
2207,0.6476
2208,-0.296
2209,-0.2023
2210,-0.2023
2211,0.5106
2212,0.3818
2213,0.3612
2214,0.3612
2215,0.3612
2216,0.5586
2217,0.3612
2218,0.3612
2219,0.3612
2220,0.4215
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.4404
2226,0.128
2227,0.1164
2228,0.3818
2229,0.0
2230,0.0
2231,-0.1779
2232,-0.0516
2233,0.3182
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,-0.8225
2239,0.5719
2240,0.7893
2241,0.0
2242,0.5574
2243,0.0
2244,0.5556
2245,-0.2732
2246,0.0
2247,0.4215
2248,0.0
2249,0.0
2250,0.5106
2251,0.7639
2252,-0.5106
2253,0.5106
2254,0.9708
2255,0.5106
2256,0.5106
2257,0.7639
2258,-0.5106
2259,0.5106
2260,0.9708
2261,0.5106
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.4939
2272,0.5719
2273,0.0
2274,0.5859
2275,-0.3612
2276,-0.7088
2277,0.5411
2278,0.5411
2279,0.5411
2280,0.0
2281,0.0
2282,0.0
2283,0.5673
2284,0.6467
2285,0.0
2286,0.7506
2287,0.6597
2288,0.0
2289,0.9033
2290,0.4588
2291,0.7845
2292,0.0
2293,0.2732
2294,-0.34
2295,0.0
2296,0.0
2297,0.0772
2298,0.8513
2299,0.8513
2300,0.8513
2301,0.8513
2302,0.8513
2303,0.8513
2304,-0.555
2305,0.0
2306,-0.5562
2307,0.4389
2308,-0.7242
2309,0.0
2310,-0.555
2311,0.0
2312,-0.5562
2313,0.4389
2314,-0.7242
2315,0.0
2316,0.4404
2317,0.6486
2318,-0.357
2319,0.1531
2320,0.4404
2321,0.4404
2322,0.875
2323,0.4434
2324,0.5719
2325,-0.4753
2326,0.9266
2327,0.6476
2328,0.0
2329,0.0
2330,0.0772
2331,-0.4019
2332,0.0
2333,0.0
2334,-0.5574
2335,0.0
2336,0.0
2337,0.3182
2338,0.0097
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.4404
2344,0.0
2345,0.0
2346,0.5859
2347,0.4738
2348,0.1027
2349,0.8622
2350,0.7306
2351,0.7066
2352,0.5719
2353,-0.4588
2354,-0.296
2355,0.4939
2356,0.8022
2357,0.4927
2358,0.0772
2359,-0.1531
2360,0.1779
2361,0.8271
2362,-0.8002
2363,0.0
2364,0.0772
2365,-0.1531
2366,0.1779
2367,0.8271
2368,-0.8002
2369,0.0
2370,0.0
2371,0.0258
2372,0.0
2373,0.0
2374,-0.2732
2375,0.0
2376,0.0
2377,0.0
2378,0.4215
2379,0.0
2380,0.4588
2381,0.3612
2382,0.0
2383,0.0
2384,0.0
2385,0.4215
2386,0.0
2387,0.4404
2388,0.0
2389,0.0
2390,0.0
2391,0.8402
2392,0.0
2393,0.0
2394,0.0
2395,0.7249
2396,0.0
2397,0.6597
2398,0.0
2399,0.0
2400,0.296
2401,0.4574
2402,0.1779
2403,0.4939
2404,0.6115
2405,0.5093
2406,-0.1531
2407,0.4753
2408,0.0
2409,-0.5719
2410,0.34
2411,0.636
2412,0.555
2413,0.0
2414,-0.872
2415,0.4588
2416,0.0
2417,0.636
2418,0.555
2419,0.0
2420,-0.872
2421,0.4588
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.5719
2427,0.0
2428,0.6705
2429,0.0
2430,0.3869
2431,0.0
2432,0.0
2433,0.0
2434,0.128
2435,0.3818
2436,0.0
2437,0.0
2438,0.3612
2439,0.4404
2440,0.0
2441,0.4344
2442,0.6369
2443,0.1779
2444,0.4939
2445,0.6331
2446,0.4588
2447,0.0
2448,0.3612
2449,0.4588
2450,0.0258
2451,0.6597
2452,0.4588
2453,0.6597
2454,0.5423
2455,0.3612
2456,0.3612
2457,0.7003
2458,0.0
2459,-0.0571
2460,0.2263
2461,-0.6908
2462,0.0
2463,0.4767
2464,0.0
2465,-0.4588
2466,0.7845
2467,0.3612
2468,0.0
2469,0.0
2470,0.0
2471,-0.4588
2472,0.7845
2473,0.3612
2474,0.0
2475,0.0
2476,0.3182
2477,0.0
2478,0.8516
2479,0.6103
2480,0.0
2481,0.8807
2482,0.6369
2483,0.0
2484,-0.1531
2485,0.0
2486,0.6486
2487,0.0
2488,0.0
2489,0.5972
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.8126
2496,-0.34
2497,0.4215
2498,0.4019
2499,-0.1531
2500,0.0
2501,0.5962
2502,0.7426
2503,0.7351
2504,0.7249
2505,0.3818
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0
2514,0.4215
2515,0.0
2516,0.0
2517,0.0
2518,-0.4767
2519,0.0
2520,-0.4767
2521,0.0
2522,0.0
2523,0.0
2524,-0.4767
2525,0.0
2526,-0.4767
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,-0.3612
2532,0.0
2533,0.2732
2534,-0.3612
2535,0.0
2536,0.6597
2537,0.296
2538,0.0
2539,0.4199
2540,0.6597
2541,0.7845
2542,0.0
2543,-0.4215
2544,0.0
2545,0.0
2546,-0.5574
2547,0.0
2548,0.4939
2549,0.0
2550,0.0772
2551,0.0772
2552,0.4939
2553,0.7906
2554,-0.5255
2555,0.0
2556,0.0
2557,0.3612
2558,0.0
2559,-0.4767
2560,0.8805
2561,0.296
2562,-0.8519
2563,0.8271
2564,-0.1655
2565,0.4215
2566,0.4404
2567,-0.34
2568,0.4404
2569,0.4404
2570,0.9118
2571,-0.0258
2572,0.4588
2573,0.8519
2574,0.4215
2575,0.4939
2576,0.2247
2577,-0.4767
2578,0.4588
2579,0.8519
2580,0.4215
2581,0.4939
2582,0.2247
2583,-0.4767
2584,0.0
2585,0.8402
2586,-0.2263
2587,-0.8271
2588,0.0
2589,0.4215
2590,0.5574
2591,0.4939
2592,0.0
2593,0.0
2594,0.0
2595,0.4019
2596,0.4215
2597,0.0
2598,0.0
2599,-0.1027
2600,0.5773
2601,0.0
2602,-0.0772
2603,0.4588
2604,0.0
2605,0.765
2606,0.0
2607,-0.296
2608,0.0
2609,-0.296
2610,0.2912
2611,0.0
2612,-0.4767
2613,0.0
2614,0.0772
2615,0.0772
2616,0.4019
2617,0.3182
2618,0.0
2619,-0.25
2620,-0.4019
2621,-0.296
2622,-0.34
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,-0.0176
2628,-0.34
2629,-0.8225
2630,-0.34
2631,0.8209
2632,0.0
2633,-0.0176
2634,-0.34
2635,-0.8225
2636,-0.34
2637,0.8209
2638,-0.5106
2639,-0.5106
2640,-0.3612
2641,0.6369
2642,0.6808
2643,0.6369
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.6369
2649,0.6659
2650,0.0
2651,0.4588
2652,0.872
2653,0.4588
2654,-0.2732
2655,-0.1189
2656,0.0
2657,0.3182
2658,0.836
2659,0.4588
2660,0.0
2661,0.0
2662,0.3612
2663,0.296
2664,0.0
2665,0.0
2666,0.0
2667,0.296
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,-0.1027
2674,0.1531
2675,0.2732
2676,0.8591
2677,0.2732
2678,0.8932
2679,0.5859
2680,0.0
2681,-0.4588
2682,0.7845
2683,0.3612
2684,0.0
2685,0.0
2686,0.0
2687,-0.4588
2688,0.7845
2689,0.3612
2690,0.0
2691,0.0
2692,0.3182
2693,0.0
2694,0.8516
2695,0.6103
2696,0.0
2697,0.8807
2698,0.6369
2699,0.0
2700,-0.1531
2701,0.0
2702,0.6486
2703,0.0
2704,0.0
2705,0.5972
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.8126
2712,-0.34
2713,0.4215
2714,0.4019
2715,-0.1531
2716,0.0
2717,0.5962
2718,0.7426
2719,0.7351
2720,0.7249
2721,0.3818
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.4215
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.8176
2736,0.4588
2737,-0.4419
2738,0.2263
2739,0.3182
2740,0.0
2741,0.8176
2742,0.4588
2743,-0.4419
2744,0.2263
2745,0.3182
2746,-0.5106
2747,0.0
2748,0.3182
2749,0.7717
2750,-0.128
2751,-0.34
2752,0.4588
2753,0.4404
2754,0.0
2755,0.9408
2756,0.4404
2757,0.2866
2758,0.3919
2759,0.0
2760,0.6486
2761,0.7574
2762,0.8442
2763,0.2023
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,-0.296
2771,0.7717
2772,0.4019
2773,0.4574
2774,0.7644
2775,0.0
2776,0.5423
2777,0.7579
2778,0.802
2779,0.4019
2780,0.765
2781,0.7579
2782,0.7003
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,-0.4588
2790,0.7845
2791,0.3612
2792,0.0
2793,0.0
2794,0.0
2795,-0.4588
2796,0.7845
2797,0.3612
2798,0.0
2799,0.0
2800,0.3182
2801,0.0
2802,0.8516
2803,0.6103
2804,0.0
2805,0.8807
2806,0.6369
2807,0.0
2808,-0.1531
2809,0.0
2810,0.6486
2811,0.0
2812,0.0
2813,0.5972
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.8126
2820,-0.34
2821,0.4215
2822,0.4019
2823,-0.1531
2824,0.0
2825,0.5962
2826,0.7426
2827,0.7351
2828,0.7249
2829,0.3818
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.4215
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.802
2857,0.3802
2858,0.0
2859,0.0
2860,0.4939
2861,0.0258
2862,0.4939
2863,0.4939
2864,0.4939
2865,-0.0516
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,-0.765
2872,0.0
2873,0.0
2874,0.7351
2875,-0.1027
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,-0.0772
2881,0.5859
2882,0.0
2883,0.4588
2884,0.296
2885,0.6124
2886,0.3612
2887,0.0
2888,0.0
2889,0.128
2890,-0.7975
2891,-0.296
2892,0.765
2893,0.296
2894,0.0
2895,-0.5574
2896,0.0772
2897,-0.1531
2898,0.1779
2899,0.8271
2900,-0.8002
2901,0.0
2902,0.0772
2903,-0.1531
2904,0.1779
2905,0.8271
2906,-0.8002
2907,0.0
2908,0.0
2909,0.0258
2910,0.0
2911,0.0
2912,-0.2732
2913,0.0
2914,0.0
2915,0.0
2916,0.4215
2917,0.0
2918,0.4588
2919,0.3612
2920,0.0
2921,0.0
2922,0.0
2923,0.4215
2924,0.0
2925,0.4404
2926,0.0
2927,0.0
2928,0.0
2929,0.8402
2930,0.0
2931,0.0
2932,0.0
2933,0.7249
2934,0.0
2935,0.6597
2936,0.0
2937,0.0
2938,0.296
2939,0.4574
2940,0.1779
2941,0.4939
2942,0.6115
2943,0.5093
2944,-0.1531
2945,0.4753
2946,0.0
2947,-0.5719
2948,0.34
2949,-0.7579
2950,0.4588
2951,0.0
2952,0.6249
2953,0.7622
2954,-0.8997
2955,-0.7579
2956,0.4588
2957,0.0
2958,0.6249
2959,0.7622
2960,-0.8997
2961,0.0
2962,0.7506
2963,-0.5994
2964,0.5574
2965,0.0
2966,0.0772
2967,0.6369
2968,0.0
2969,0.0
2970,0.6597
2971,0.0
2972,0.0
2973,0.4404
2974,0.0
2975,0.0
2976,0.4404
2977,0.0
2978,0.0
2979,0.4215
2980,0.0
2981,0.0
2982,-0.5423
2983,0.0
2984,-0.0772
2985,0.2924
2986,0.7712
2987,0.7574
2988,-0.3578
2989,-0.2677
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,-0.5255
2995,-0.4767
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.4926
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,-0.4404
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,-0.4404
3015,0.0258
3016,0.5574
3017,0.0
3018,0.8439
3019,0.4939
3020,0.3182
3021,0.0
3022,0.0
3023,0.0
3024,0.5093
3025,0.4714
3026,0.0
3027,0.34
3028,0.0
3029,-0.8519
3030,0.0
3031,0.4404
3032,0.1779
3033,0.3182
3034,0.0
3035,0.0
3036,-0.1511
3037,0.2942
3038,0.0
3039,-0.7003
3040,0.4588
3041,0.0
3042,0.0
3043,0.34
3044,-0.5423
3045,0.0
3046,0.4588
3047,0.0
3048,0.0
3049,0.0
3050,-0.3867
3051,0.0
3052,0.0
3053,0.4753
3054,0.0
3055,0.4199
3056,0.0
3057,0.5859
3058,0.3612
3059,0.0
3060,0.3612
3061,0.3612
3062,0.0
3063,0.5859
3064,0.3612
3065,0.0
3066,0.3612
3067,0.3612
3068,0.0
3069,0.3612
3070,0.0
3071,0.0
3072,0.0
3073,0.3612
3074,0.0
3075,0.6369
3076,0.0
3077,0.0
3078,0.0
3079,-0.7424
3080,0.8879
3081,0.7177
3082,0.7777
3083,0.8372
3084,0.7579
3085,0.3818
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,-0.4168
3093,-0.1343
3094,0.2921
3095,0.0
3096,0.7717
3097,0.0
3098,0.0
3099,0.0
3100,0.7003
3101,-0.4374
3102,0.0
3103,0.0
3104,0.7959
3105,0.5657
3106,0.0
3107,0.4939
3108,0.4939
3109,0.0
3110,-0.7351
3111,0.0
3112,0.0
3113,0.4939
3114,0.4939
3115,0.0
3116,-0.7351
3117,0.0
3118,-0.9042
3119,-0.6697
3120,-0.5859
3121,0.2732
3122,-0.5859
3123,-0.4939
3124,0.4738
3125,-0.3485
3126,0.91
3127,0.7901
3128,0.7003
3129,0.3818
3130,0.0
3131,0.912
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.7488
3138,0.4939
3139,0.0
3140,0.0
3141,0.4939
3142,0.0
3143,0.0
3144,-0.2244
3145,-0.4019
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.4215
3153,0.0
3154,0.0
3155,0.0772
3156,0.1078
3157,0.0
3158,-0.7003
3159,0.128
3160,0.788
3161,0.4588
3162,0.0
3163,0.6369
3164,0.4588
3165,0.7184
3166,0.788
3167,0.4588
3168,0.0
3169,0.6369
3170,0.4588
3171,0.7184
3172,0.6369
3173,0.4939
3174,0.3612
3175,0.6597
3176,0.0
3177,0.6908
3178,0.0
3179,0.0772
3180,0.0
3181,0.3612
3182,-0.1779
3183,0.0
3184,0.6369
3185,-0.0258
3186,0.0
3187,0.0
3188,0.8074
3189,-0.1027
3190,0.7096
3191,0.891
3192,0.0
3193,0.6597
3194,0.0516
3195,0.0
3196,0.0
3197,0.7184
3198,-0.09
3199,0.0
3200,0.0
3201,0.0
3202,0.0
3203,0.1531
3204,-0.1851
3205,0.0
3206,-0.6705
3207,-0.4767
3208,-0.3786
3209,0.0
3210,0.2732
3211,0.7506
3212,0.0516
3213,0.0
3214,0.4404
3215,0.4588
3216,-0.0772
3217,0.5719
3218,0.0
3219,0.6124
3220,0.4404
3221,0.4588
3222,-0.0772
3223,0.5719
3224,0.0
3225,0.6124
3226,0.7871
3227,0.9042
3228,0.598
3229,0.8078
3230,0.886
3231,0.902
3232,0.5386
3233,0.0
3234,0.5386
3235,0.0
3236,0.5386
3237,0.0
3238,0.9382
3239,0.8208
3240,0.926
3241,0.7184
3242,0.0
3243,0.0
3244,0.0
3245,0.0992
3246,0.8858
3247,0.9041
3248,0.4574
3249,0.6369
3250,0.0
3251,0.0992
3252,0.8858
3253,0.9041
3254,0.4574
3255,0.6369
3256,0.5574
3257,-0.34
3258,0.2023
3259,0.5859
3260,0.6369
3261,0.0
3262,0.0
3263,0.0
3264,-0.34
3265,0.0
3266,-0.7964
3267,0.0
3268,0.3612
3269,0.6696
3270,0.6369
3271,0.5962
3272,0.802
3273,0.7469
3274,0.6249
3275,0.0
3276,0.6369
3277,0.5962
3278,0.802
3279,0.7469
3280,0.6249
3281,0.0
3282,0.8092
3283,0.0
3284,0.0772
3285,0.4404
3286,0.1531
3287,0.6696
3288,0.7472
3289,0.9042
3290,0.0
3291,-0.1779
3292,0.2133
3293,0.6597
3294,0.0
3295,-0.4854
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,0.2732
3309,-0.5423
3310,0.0
3311,0.4588
3312,-0.3595
3313,0.0
3314,-0.1027
3315,0.0
3316,0.0
3317,-0.2263
3318,0.2732
3319,-0.5106
3320,-0.3182
3321,0.0
3322,0.0
3323,-0.2263
3324,0.2732
3325,-0.5106
3326,-0.3182
3327,0.0
3328,0.0
3329,0.8807
3330,0.0
3331,0.0
3332,0.4144
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,-0.4767
3340,0.8126
3341,0.4939
3342,0.4939
3343,0.0
3344,0.0
3345,-0.25
3346,0.4939
3347,0.4939
3348,0.0
3349,0.0
3350,-0.25
3351,0.0
3352,0.0
3353,0.0
3354,0.5574
3355,0.0
3356,0.0
3357,0.2023
3358,0.0772
3359,0.4404
3360,-0.1967
3361,0.1027
3362,-0.3612
3363,0.0
3364,0.0
3365,-0.6486
3366,0.0
3367,0.0
3368,0.4215
3369,0.7184
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.8225
3375,0.7184
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.8225
3381,0.4939
3382,0.0
3383,0.9231
3384,0.4588
3385,0.0
3386,0.8402
3387,0.0
3388,0.0
3389,0.7506
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.296
3395,0.7003
3396,0.0
3397,0.5707
3398,0.0
3399,-0.3182
3400,0.128
3401,0.0
3402,0.4939
3403,0.471
3404,0.8625
3405,-0.3182
3406,0.128
3407,0.0
3408,0.4939
3409,0.471
3410,0.8625
3411,0.0
3412,0.5267
3413,0.3612
3414,0.4588
3415,0.2263
3416,0.0
3417,0.0
3418,0.9168
3419,-0.4559
3420,0.5093
3421,0.0
3422,-0.4003
3423,0.6696
3424,0.8061
3425,0.6114
3426,0.0
3427,0.0
3428,0.2942
3429,0.8412
3430,0.6083
3431,0.0
3432,0.3987
3433,0.6341
3434,0.2942
3435,0.8412
3436,0.6083
3437,0.0
3438,0.3987
3439,0.6341
3440,0.0
3441,0.3612
3442,0.0
3443,-0.25
3444,0.0
3445,0.4019
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.0
3457,-0.4767
3458,0.0
3459,0.0
3460,0.0
3461,0.0
3462,0.7184
3463,0.0
3464,0.0
3465,-0.4215
3466,0.0
3467,0.2023
3468,0.8481
3469,0.0
3470,0.0
3471,0.7003
3472,0.0
3473,0.0
3474,0.0
3475,0.7003
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,-0.1531
3487,0.0
3488,0.5106
3489,0.0
3490,0.8807
3491,0.0
3492,0.0
3493,-0.4019
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.4926
3506,0.8271
3507,0.9402
3508,0.7955
3509,0.9168
3510,0.2023
3511,0.0
3512,-0.0258
3513,0.6012
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,-0.0258
3519,0.6012
3520,0.0
3521,0.0
3522,0.0
3523,0.0516
3524,-0.25
3525,0.2225
3526,0.0
3527,0.0
3528,0.9483
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.5574
3534,0.0
3535,0.0
3536,0.34
3537,0.9118
3538,0.0
3539,0.0
3540,0.6369
3541,0.8555
3542,0.34
3543,0.9118
3544,0.0
3545,0.0
3546,0.6369
3547,0.8555
3548,0.5994
3549,-0.2263
3550,0.7269
3551,0.7717
3552,0.4939
3553,0.0
3554,-0.1779
3555,0.0
3556,0.0
3557,0.4588
3558,0.0
3559,0.4588
3560,0.0
3561,0.5719
3562,0.3818
3563,0.0
3564,0.4939
3565,0.0
3566,0.4019
3567,0.0
3568,0.9117
3569,0.5859
3570,0.5574
3571,0.908
3572,0.4019
3573,0.0
3574,0.9117
3575,0.5859
3576,0.5574
3577,0.908
3578,0.0
3579,0.0
3580,0.7269
3581,0.0
3582,0.0
3583,0.6369
3584,0.0
3585,0.3818
3586,0.2023
3587,0.0772
3588,0.0
3589,0.0
3590,0.3182
3591,0.0
3592,0.2023
3593,0.0772
3594,0.0
3595,0.0
3596,0.3182
3597,0.0
3598,0.3182
3599,0.0
3600,0.0
3601,0.4767
3602,0.6908
3603,0.0
3604,0.4404
3605,0.2924
3606,0.4404
3607,0.4404
3608,0.4404
3609,0.4404
3610,0.891
3611,0.0
3612,0.0
3613,0.0
3614,0.8516
3615,0.4199
3616,0.0
3617,0.5719
3618,0.0
3619,-0.0772
3620,0.0
3621,0.0
3622,0.5719
3623,0.0
3624,-0.0772
3625,0.0
3626,-0.34
3627,0.0
3628,0.128
3629,0.3612
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,-0.128
3635,0.0
3636,-0.296
3637,0.0
3638,0.6486
3639,-0.0772
3640,0.4588
3641,0.6908
3642,0.1779
3643,0.4404
3644,0.0
3645,0.802
3646,0.5719
3647,0.0
3648,0.0
3649,0.3182
3650,0.0
3651,0.802
3652,0.5719
3653,0.0
3654,0.0
3655,0.3182
3656,-0.5859
3657,0.4033
3658,0.2244
3659,0.3818
3660,-0.2263
3661,-0.3412
3662,0.0
3663,0.7506
3664,0.0
3665,0.0
3666,0.3182
3667,0.6868
3668,0.0
3669,0.0
3670,0.5574
3671,0.0
3672,0.0
3673,0.0
3674,0.4269
3675,0.0
3676,0.5574
3677,0.0
3678,0.0
3679,0.0
3680,0.4269
3681,0.0
3682,0.69
3683,0.5817
3684,0.9186
3685,0.3182
3686,0.0
3687,0.3802
3688,0.0
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.6966
3695,0.5411
3696,0.5859
3697,0.2023
3698,-0.6696
3699,-0.3976
3700,0.0
3701,0.0
3702,0.0
3703,0.0
3704,0.0
3705,0.0
3706,-0.8655
3707,0.5859
3708,0.7096
3709,0.0
3710,0.2732
3711,0.0
3712,0.5106
3713,0.4019
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,-0.1531
3726,0.0
3727,0.0
3728,0.0
3729,0.0
3730,0.0
3731,0.3612
3732,0.3612
3733,0.3612
3734,0.3612
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.8126
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.8126
3754,0.2263
3755,0.2023
3756,0.0
3757,0.0
3758,0.0
3759,0.7003
3760,0.0
3761,0.2714
3762,0.68
3763,0.3612
3764,-0.3612
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.8126
3770,0.6369
3771,0.8442
3772,0.8126
3773,0.6808
3774,0.0
3775,0.8126
3776,0.6369
3777,0.8442
3778,0.8126
3779,0.6808
3780,0.5106
3781,0.8522
3782,0.0
3783,0.8016
3784,0.6696
3785,0.0
3786,0.0
