,compound
3854,0.0
3855,0.6249
3856,0.0
3857,0.4404
3858,0.0
3859,0.6369
3860,-0.6134
3861,0.9747
3862,-0.1027
3863,0.5574
3864,-0.0258
3865,0.5423
3866,0.6041
3867,0.0
3868,0.0
3869,0.0
3870,0.34
3871,0.5423
3872,0.6041
3873,0.0
3874,0.0
3875,0.0
3876,0.34
3877,0.3818
3878,0.0
3879,0.3818
3880,0.0
3881,0.3818
3882,-0.0987
3883,0.7351
3884,0.0
3885,0.4939
3886,0.0
3887,0.0
3888,0.0
3889,0.0
3890,0.0
3891,0.0
3892,0.0
3893,0.25
3894,0.0
3895,0.4767
3896,0.25
3897,0.7579
3898,0.4939
3899,-0.3182
3900,0.0
3901,0.4767
3902,0.25
3903,0.7579
3904,0.4939
3905,-0.3182
3906,0.0
3907,0.0
3908,0.0
3909,0.4939
3910,0.7506
3911,0.0
3912,0.4939
3913,0.0
3914,-0.34
3915,0.0
3916,-0.5423
3917,0.0
3918,0.0
3919,0.0
3920,0.0
3921,0.0
3922,0.0
3923,0.0
3924,-0.34
3925,0.0258
3926,0.7964
3927,0.0
3928,0.0
3929,0.0
3930,0.3612
3931,0.0
3932,0.0
3933,0.3182
3934,0.0
3935,0.0
3936,0.3612
3937,0.0
3938,0.0
3939,0.5859
3940,0.0
3941,0.0
3942,0.3612
3943,0.0
3944,0.0
3945,0.5859
3946,0.0
3947,-0.1027
3948,-0.4939
3949,0.9934
3950,0.8225
3951,0.4404
3952,0.7003
3953,0.0
3954,0.0
3955,0.3612
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.5859
3961,0.0
3962,0.8225
3963,0.5859
3964,0.4404
3965,0.0
3966,-0.34
3967,0.0
3968,0.0
3969,0.0
3970,0.0772
3971,0.0
3972,-0.34
3973,0.0
3974,0.0
3975,0.0
3976,0.0772
3977,0.0
3978,-0.7506
3979,0.0
3980,0.0
3981,-0.3612
3982,0.0
3983,0.5719
3984,0.9349
3985,0.9601
3986,0.8807
3987,0.872
3988,0.3612
3989,0.0
3990,0.0
3991,0.5859
3992,0.0
3993,0.7351
3994,0.0
3995,0.9866
3996,0.0
3997,0.9081
3998,0.0
3999,0.0
4000,0.9744
4001,0.9866
4002,0.0
4003,0.9081
4004,0.0
4005,0.0
4006,0.9744
4007,0.3612
4008,0.5719
4009,0.4215
4010,0.5267
4011,-0.1531
4012,0.0772
4013,0.0
4014,0.836
4015,0.7717
4016,0.7579
4017,0.0
4018,0.0
4019,0.0
4020,0.3612
4021,0.0
4022,0.0
4023,-0.5859
4024,-0.5859
4025,-0.2732
4026,0.5859
4027,0.5267
4028,0.0
4029,0.5859
4030,0.0
4031,-0.2732
4032,0.5859
4033,0.5267
4034,0.0
4035,0.5859
4036,0.0
4037,0.0
4038,0.0
4039,0.0
4040,-0.2732
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,0.3612
4048,0.0
4049,0.6369
4050,0.0
4051,0.7579
4052,0.5106
4053,0.0
4054,0.0
4055,-0.5859
4056,0.0
4057,0.0
4058,0.4404
4059,0.0
4060,0.0
4061,-0.5859
4062,0.0
4063,0.0
4064,0.4404
4065,0.0
4066,0.0
4067,0.0
4068,0.0
4069,0.0
4070,0.4019
4071,-0.4215
4072,0.0
4073,-0.3612
4074,0.9571
4075,0.4588
4076,0.4019
4077,0.0
4078,0.25
4079,0.743
4080,0.7717
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.0
4089,-0.2263
4090,0.0
4091,0.0
4092,0.4215
4093,0.4588
4094,0.0
4095,0.2732
4096,0.7579
4097,0.4019
4098,0.0
4099,0.5859
4100,0.0
4101,0.8316
4102,0.6486
4103,0.4767
4104,0.0
4105,0.967
4106,0.5859
4107,0.9081
4108,0.0
4109,0.743
4110,0.8316
4111,0.9081
4112,0.5859
4113,0.9081
4114,0.0
4115,0.743
4116,0.8316
4117,0.9081
4118,0.6124
4119,-0.4567
4120,0.9081
4121,0.0
4122,0.0
4123,0.9081
4124,0.25
4125,0.0
4126,0.0
4127,0.0
4128,-0.7351
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.5859
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,0.0
4141,0.5859
4142,0.0
4143,0.0
4144,0.9154
4145,0.8176
4146,0.0
4147,0.0
4148,0.0
4149,0.6369
4150,-0.1531
4151,0.0
4152,0.4019
4153,0.0
4154,0.0
4155,0.4588
4156,-0.3089
4157,0.0
4158,-0.2732
4159,0.34
4160,0.5859
4161,0.0772
4162,-0.34
4163,-0.34
4164,0.8442
4165,0.8442
4166,0.9565
4167,0.0
4168,-0.5106
4169,0.9118
4170,0.3612
4171,0.3612
4172,0.0
4173,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.2023
4178,0.0
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.2023
4184,0.0
4185,0.0
4186,0.3612
4187,0.0
4188,0.0
4189,0.5574
4190,0.0
4191,0.0
4192,0.0
4193,0.0
4194,-0.3182
4195,-0.34
4196,-0.3182
4197,-0.34
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4203,0.0
4204,-0.34
4205,0.3612
4206,0.0
4207,0.4404
4208,0.0
4209,0.0
4210,0.4215
4211,0.0
4212,0.4215
4213,-0.0258
4214,0.4019
4215,0.5574
4216,0.0
4217,0.3612
4218,0.8481
4219,0.7579
4220,0.7351
4221,0.5574
4222,0.0
4223,0.3612
4224,0.8481
4225,0.7579
4226,0.7351
4227,0.8126
4228,0.0
4229,0.4939
4230,0.0
4231,0.0
4232,0.0
4233,0.8126
4234,0.4404
4235,-0.2263
4236,0.3182
4237,0.0
4238,0.5719
4239,0.8126
4240,0.4404
4241,-0.2263
4242,0.3182
4243,0.0
4244,0.5719
4245,0.0
4246,0.8126
4247,0.4019
4248,0.0
4249,0.0
4250,0.3612
4251,0.0
4252,0.0
4253,0.0
4254,0.4404
4255,0.0
4256,0.0
4257,0.0
4258,0.0
4259,0.0
4260,0.4404
4261,0.0
4262,0.0
4263,0.2263
4264,0.0
4265,0.8402
4266,-0.5859
4267,0.0
4268,0.4404
4269,0.0
4270,0.0
4271,0.0
4272,0.0
4273,0.0
4274,0.0
4275,0.0
4276,0.0
4277,0.0
4278,0.0
4279,0.0
4280,0.0
4281,0.0
4282,-0.0516
4283,0.0
4284,0.0
4285,-0.0516
4286,-0.4767
4287,0.0
4288,0.128
4289,0.5719
4290,0.0
4291,0.0
4292,0.296
4293,0.0
4294,0.128
4295,0.5719
4296,0.0
4297,0.0
4298,0.296
4299,0.0
4300,0.0
4301,0.0
4302,0.0
4303,0.0
4304,0.0
4305,0.0
4306,0.6597
4307,0.0
4308,0.6597
4309,0.5574
4310,0.9371
4311,0.0
4312,0.0
4313,0.9081
4314,0.5574
4315,0.3612
4316,0.0
4317,-0.4215
4318,0.6249
4319,0.4767
4320,0.4939
4321,0.3612
4322,0.0
4323,-0.4215
4324,0.6249
4325,0.4767
4326,0.4939
4327,0.25
4328,0.3612
4329,0.4939
4330,-0.1027
4331,0.6124
4332,0.0
4333,0.4939
4334,0.0
4335,0.0
4336,0.0
4337,0.0
4338,0.0
4339,0.4939
4340,0.0
4341,0.0
4342,0.0
4343,0.0
4344,0.0
4345,0.3182
4346,0.0
4347,0.0
4348,-0.1027
4349,0.0
4350,0.0
4351,0.0
4352,0.0
4353,0.0
4354,-0.296
4355,0.3612
4356,0.6486
4357,0.0
4358,0.0
4359,0.0
4360,-0.296
4361,0.3612
4362,0.6486
4363,0.7351
4364,0.3612
4365,0.9081
4366,0.0
4367,0.8779
4368,0.0
4369,0.0
4370,0.0
4371,0.3612
4372,0.0
4373,0.0
4374,0.5423
4375,0.0
4376,0.0
4377,0.3612
4378,0.0
4379,0.0
4380,0.5423
4381,0.0
4382,0.0
4383,-0.6369
4384,0.4215
4385,0.0
4386,0.0
4387,-0.5719
4388,-0.5719
4389,0.4767
4390,0.5859
4391,0.0
4392,0.0
4393,0.5859
4394,0.0
4395,-0.1027
4396,-0.2235
4397,0.4019
4398,0.8658
4399,0.4939
4400,0.0
4401,-0.1027
4402,-0.2235
4403,0.4019
4404,0.8658
4405,0.4939
4406,0.0
4407,-0.7096
4408,0.0
4409,0.0
4410,0.7717
4411,0.0
4412,0.0
4413,0.0
4414,0.802
4415,-0.6597
4416,0.6908
4417,0.6369
4418,0.0
4419,0.0
4420,0.802
4421,-0.6597
4422,0.6908
4423,0.6369
4424,0.0
4425,0.4939
4426,0.0
4427,0.0
4428,0.0
4429,0.0
4430,-0.4019
4431,0.0
4432,0.0
4433,0.8316
4434,0.8316
4435,0.5574
4436,0.0
4437,0.0
4438,0.0
4439,0.34
4440,-0.5719
4441,0.7717
4442,0.0
4443,0.0
4444,0.0
4445,0.34
4446,-0.5719
4447,0.7717
4448,0.0
4449,0.0
4450,0.0
4451,0.4019
4452,0.0
4453,0.4588
4454,-0.4215
4455,0.4404
4456,0.0
4457,0.0
4458,0.0
4459,0.0
4460,0.0
4461,0.8271
4462,0.0
4463,0.0
4464,0.0
4465,0.0
4466,0.0
4467,0.8271
4468,0.0
4469,0.0
4470,0.4215
4471,0.5574
4472,0.5267
4473,0.4019
4474,0.2023
4475,0.5994
4476,0.0
4477,0.5859
4478,0.3612
4479,0.6705
4480,0.9371
4481,0.5994
4482,0.0
4483,0.5859
4484,0.3612
4485,0.6705
4486,0.9371
4487,0.6369
4488,0.4019
4489,0.0
4490,0.5423
4491,0.3612
4492,0.0
4493,0.0
4494,0.0
4495,0.6808
4496,0.0
4497,0.3612
4498,0.0
4499,0.0
4500,0.6124
4501,0.0
4502,0.0
4503,0.3612
4504,0.0
4505,0.0
4506,0.6124
4507,0.0
4508,0.0
4509,0.0
4510,0.5574
4511,0.0
4512,0.0
4513,0.0
4514,-0.5719
4515,0.0
4516,0.2732
4517,0.5574
4518,0.0
4519,0.0
4520,-0.5719
4521,0.0
4522,0.2732
4523,0.5574
4524,0.0
4525,0.0
4526,0.0
4527,0.0
4528,0.0
4529,0.0
4530,-0.128
4531,0.0
4532,0.0
4533,0.0
4534,0.0
4535,0.0
4536,-0.128
4537,0.0
4538,0.0
4539,0.3612
4540,0.0
4541,0.0
4542,0.3612
4543,0.0
4544,0.0
4545,0.6369
4546,0.0
4547,0.0
4548,0.0
4549,0.5267
4550,0.3612
4551,0.6369
4552,0.0
4553,0.0
4554,0.0
4555,0.5267
4556,0.3612
4557,0.0
4558,0.0
4559,0.9313
4560,0.0
4561,0.0
4562,0.0
4563,0.2732
4564,0.4404
4565,0.0
4566,0.6369
4567,0.1935
4568,0.0
4569,0.2732
4570,0.4404
4571,0.0
4572,0.6369
4573,0.1935
4574,0.0
4575,-0.6369
4576,-0.2263
4577,0.0
4578,0.0
4579,0.5267
4580,0.7964
4581,0.34
4582,0.296
4583,0.0
4584,0.0
4585,-0.0828
4586,0.0
4587,0.34
4588,0.296
4589,0.0
4590,0.0
4591,-0.0828
4592,0.0
4593,0.0
4594,-0.8225
4595,0.5719
4596,0.128
4597,0.0
4598,0.5574
4599,0.0
4600,-0.8225
4601,0.5719
4602,0.128
4603,0.0
4604,0.5574
4605,0.0
4606,-0.2732
4607,0.0
4608,-0.1531
4609,0.0
4610,0.7783
4611,0.0
4612,0.0
4613,-0.34
4614,0.0
4615,0.0
4616,0.5574
4617,0.0
4618,0.0
4619,-0.34
4620,0.0
4621,0.0
4622,0.5574
4623,-0.2732
4624,0.0
4625,0.0
4626,0.0
4627,0.3612
4628,0.3089
4629,0.0
4630,0.7003
4631,0.0
4632,0.6124
4633,-0.0772
4634,0.0
4635,0.0
4636,0.7003
4637,0.0
4638,0.6124
4639,-0.0772
4640,0.0
4641,-0.8442
4642,-0.5423
4643,0.0
4644,0.0
4645,0.0
4646,-0.34
4647,0.0
4648,0.3612
4649,-0.0516
4650,-0.1779
4651,0.0
4652,0.4404
4653,0.0
4654,0.3612
4655,-0.0516
4656,-0.1779
4657,0.0
4658,0.4404
4659,0.0
4660,-0.34
4661,0.5859
4662,0.0
4663,0.6369
4664,0.2263
4665,0.7845
4666,-0.34
4667,0.5859
4668,0.0
4669,0.6369
4670,0.2263
4671,0.7845
4672,0.0
4673,0.0
4674,-0.4767
4675,0.3612
4676,0.0
4677,0.0
4678,0.0
4679,0.0
4680,0.3612
4681,0.0516
4682,0.8126
4683,0.6908
4684,0.0
4685,0.0
4686,0.3612
4687,0.0516
4688,0.8126
4689,0.6908
4690,0.6908
4691,0.0
4692,0.34
4693,0.0
4694,0.4767
4695,0.8225
4696,0.5859
4697,-0.25
4698,0.0
4699,0.0
4700,0.5574
4701,0.0
4702,0.5859
4703,-0.25
4704,0.0
4705,0.0
4706,0.5574
4707,0.0
4708,0.4215
4709,0.7906
4710,0.5574
4711,0.0
4712,-0.4767
4713,-0.4767
4714,0.5574
4715,0.0
4716,0.3612
4717,0.3612
4718,0.0
4719,-0.1531
4720,0.5574
4721,0.0
4722,0.3612
4723,0.3612
4724,0.0
4725,-0.1531
4726,-0.1531
4727,0.0
4728,0.0
4729,0.0
4730,0.7579
4731,0.0
4732,0.6369
4733,-0.2023
4734,0.0
4735,-0.34
4736,0.0
4737,0.0
4738,0.6369
4739,-0.2023
4740,0.0
4741,-0.34
4742,0.0
4743,0.0
4744,0.8074
4745,0.0
4746,0.3612
4747,0.6705
4748,0.0
4749,0.4588
4750,0.0
4751,0.0
4752,0.0
4753,0.0
4754,0.0
4755,0.0
4756,0.0
4757,0.0
4758,0.0
4759,0.0
4760,0.0
4761,0.0
4762,-0.1531
4763,0.0
4764,0.8316
4765,-0.34
4766,0.7717
4767,0.0
4768,0.0
4769,0.0
4770,0.8316
4771,-0.34
4772,0.7717
4773,0.0
4774,0.0
4775,-0.1779
4776,0.4939
4777,0.0
4778,0.802
4779,0.6808
4780,0.5574
4781,0.0
4782,0.0
