,compound
1989,0.4215
1990,0.0
1991,0.4019
1992,-0.7351
1993,-0.5859
1994,0.7351
1995,0.0
1996,0.5859
1997,0.0
1998,0.5859
1999,-0.4767
2000,0.0
2001,0.6908
2002,0.6597
2003,0.5574
2004,0.0
2005,-0.296
2006,0.0
2007,0.0
2008,0.4404
2009,0.0
2010,0.5574
2011,0.765
2012,0.743
2013,0.2607
2014,0.5574
2015,0.7717
2016,0.0
2017,0.0258
2018,0.0
2019,0.0
2020,0.743
2021,0.0
2022,0.0
2023,0.4939
2024,0.0
2025,0.0
2026,0.0
2027,0.8225
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,-0.34
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,-0.34
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.34
2048,0.0
2049,0.2263
2050,0.4767
2051,0.9118
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,-0.1531
2058,0.0
2059,0.0
2060,0.0
2061,-0.25
2062,0.3612
2063,0.0
2064,0.0
2065,-0.34
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.7506
2071,0.3612
2072,0.4939
2073,0.0
2074,-0.34
2075,0.0
2076,0.0
2077,0.4767
2078,0.3612
2079,0.5574
2080,-0.3182
2081,0.0
2082,0.0
2083,-0.4767
2084,0.0
2085,0.0
2086,0.0
2087,-0.296
2088,0.0
2089,0.0
2090,0.0
2091,0.7906
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.7906
2098,0.0
2099,0.0
2100,0.0
2101,0.2987
2102,0.0
2103,0.6908
2104,0.0
2105,0.8519
2106,0.0
2107,-0.4588
2108,0.0
2109,0.0
2110,0.0
2111,0.6597
2112,0.34
2113,0.6597
2114,0.6597
2115,-0.5423
2116,0.5106
2117,0.5859
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,-0.5423
2126,0.0
2127,0.0
2128,0.0
2129,0.7506
2130,0.0
2131,0.5859
2132,0.0
2133,0.5859
2134,0.8225
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.4939
2142,0.0
2143,0.0
2144,0.7184
2145,0.4767
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.7184
2151,0.4767
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.8402
2157,0.0
2158,0.0
2159,0.8885
2160,0.6369
2161,0.0
2162,0.0
2163,0.0
2164,0.6486
2165,0.0
2166,0.0
2167,0.3612
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.8126
2174,-0.34
2175,0.3612
2176,0.25
2177,-0.1531
2178,0.0
2179,0.4588
2180,0.6486
2181,0.765
2182,0.6369
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.4215
2193,0.0
2194,0.0
2195,0.0
2196,0.5859
2197,0.5859
2198,0.3612
2199,0.5859
2200,0.5859
2201,0.4767
2202,0.5859
2203,0.5859
2204,0.3612
2205,0.5859
2206,0.5859
2207,0.4767
2208,-0.1531
2209,0.0
2210,0.0
2211,0.5106
2212,0.34
2213,0.3612
2214,0.3612
2215,0.3612
2216,0.765
2217,0.3612
2218,0.3612
2219,0.3612
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,-0.2732
2228,0.7096
2229,0.0
2230,0.0
2231,-0.1779
2232,0.0
2233,0.3182
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,-0.8225
2239,0.5719
2240,0.128
2241,0.0
2242,0.5574
2243,0.0
2244,-0.296
2245,-0.2732
2246,0.0
2247,0.4215
2248,0.0
2249,0.6124
2250,-0.1027
2251,0.4767
2252,-0.7906
2253,-0.1027
2254,0.9595
2255,-0.1027
2256,-0.1027
2257,0.4767
2258,-0.7906
2259,-0.1027
2260,0.9595
2261,-0.1027
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.4939
2272,0.0
2273,0.0
2274,0.5859
2275,-0.296
2276,0.0
2277,0.4939
2278,0.4939
2279,0.4939
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.6249
2287,0.4939
2288,0.0
2289,0.8115
2290,0.4588
2291,0.25
2292,0.0
2293,0.3612
2294,0.0
2295,0.0
2296,0.0
2297,0.3612
2298,0.8402
2299,0.8402
2300,0.8402
2301,0.8402
2302,0.8402
2303,0.8402
2304,-0.4588
2305,0.0
2306,-0.5106
2307,0.4019
2308,-0.4939
2309,0.0
2310,-0.4588
2311,0.0
2312,-0.5106
2313,0.4019
2314,-0.4939
2315,0.0
2316,0.5859
2317,0.7845
2318,0.4588
2319,0.3612
2320,0.5859
2321,0.5859
2322,0.8176
2323,0.2235
2324,0.0
2325,-0.296
2326,0.6249
2327,0.765
2328,0.0
2329,0.0
2330,0.0772
2331,0.0
2332,0.0
2333,0.0
2334,-0.5994
2335,0.0
2336,0.0
2337,0.3182
2338,-0.7351
2339,0.0
2340,0.0
2341,0.0
2342,0.1531
2343,0.4404
2344,0.0
2345,0.0
2346,0.4019
2347,0.0
2348,0.5423
2349,0.3612
2350,0.0
2351,0.4767
2352,0.5719
2353,0.0
2354,0.0
2355,0.4939
2356,0.8402
2357,0.4404
2358,0.0
2359,-0.1531
2360,0.0
2361,0.9081
2362,-0.7506
2363,0.0
2364,0.0
2365,-0.1531
2366,0.0
2367,0.9081
2368,-0.7506
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,-0.2732
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.3612
2381,0.3612
2382,0.4939
2383,0.0
2384,0.0
2385,0.4215
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.7579
2392,0.0
2393,0.0
2394,0.0
2395,0.6369
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.296
2401,0.0
2402,0.2023
2403,0.5574
2404,0.6597
2405,0.0
2406,-0.1531
2407,0.4215
2408,0.0
2409,-0.5719
2410,0.7003
2411,-0.34
2412,0.3612
2413,0.0
2414,-0.7351
2415,0.4588
2416,0.0
2417,-0.34
2418,0.3612
2419,0.0
2420,-0.7351
2421,0.4588
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.3612
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.3612
2435,0.3818
2436,0.0
2437,0.4404
2438,0.4767
2439,0.4404
2440,0.0
2441,0.1779
2442,0.6369
2443,0.1779
2444,0.4939
2445,0.3612
2446,0.0
2447,0.0
2448,0.0
2449,0.3612
2450,-0.34
2451,0.4767
2452,0.3612
2453,0.6597
2454,0.4767
2455,0.4767
2456,0.4767
2457,0.5106
2458,0.0
2459,0.1226
2460,0.0
2461,-0.6908
2462,0.0
2463,0.0
2464,0.0
2465,0.0
2466,0.7184
2467,0.4767
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.7184
2473,0.4767
2474,0.0
2475,0.0
2476,0.0
2477,0.0
2478,0.8402
2479,0.0
2480,0.0
2481,0.8885
2482,0.6369
2483,0.0
2484,0.0
2485,0.0
2486,0.6486
2487,0.0
2488,0.0
2489,0.3612
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.8126
2496,-0.34
2497,0.3612
2498,0.25
2499,-0.1531
2500,0.0
2501,0.4588
2502,0.6486
2503,0.765
2504,0.6369
2505,0.0
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0
2514,0.4215
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.0
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,-0.3612
2532,0.2263
2533,0.2732
2534,-0.3612
2535,0.0772
2536,0.0
2537,-0.4939
2538,0.0
2539,0.0
2540,0.0
2541,0.3612
2542,0.0
2543,-0.4215
2544,0.0
2545,0.0
2546,-0.5574
2547,0.0
2548,0.5574
2549,0.0
2550,0.0
2551,0.0
2552,0.5574
2553,0.8126
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.1027
2560,0.6597
2561,0.296
2562,0.4767
2563,0.7506
2564,-0.296
2565,0.4767
2566,-0.0258
2567,-0.128
2568,0.5859
2569,0.5859
2570,0.9485
2571,0.2023
2572,0.0
2573,0.7906
2574,0.4215
2575,0.5574
2576,0.3612
2577,0.0
2578,0.0
2579,0.7906
2580,0.4215
2581,0.5574
2582,0.3612
2583,0.0
2584,0.0
2585,0.8402
2586,-0.7096
2587,-0.6486
2588,0.0
2589,0.4215
2590,0.5994
2591,0.4939
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.4215
2597,0.0
2598,0.0
2599,-0.1027
2600,0.5773
2601,0.0
2602,-0.1531
2603,0.0
2604,0.0
2605,0.4404
2606,0.0
2607,0.0
2608,0.0
2609,-0.34
2610,0.0
2611,0.0
2612,-0.4767
2613,0.0
2614,0.0
2615,0.0
2616,0.4019
2617,0.0
2618,0.0
2619,-0.25
2620,-0.5267
2621,0.0
2622,-0.34
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.2584
2628,-0.34
2629,-0.8225
2630,-0.34
2631,0.8658
2632,0.0
2633,0.2584
2634,-0.34
2635,-0.8225
2636,-0.34
2637,0.8658
2638,-0.5106
2639,-0.5106
2640,-0.4404
2641,0.6369
2642,0.5106
2643,0.6369
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.6369
2649,0.3612
2650,0.0
2651,0.3612
2652,0.8074
2653,0.3612
2654,0.0
2655,-0.0516
2656,0.0
2657,0.0
2658,0.7845
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,-0.1027
2674,0.1531
2675,0.2732
2676,0.7096
2677,0.2732
2678,0.7717
2679,0.2732
2680,0.0
2681,0.0
2682,0.7184
2683,0.4767
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.7184
2689,0.4767
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.8402
2695,0.0
2696,0.0
2697,0.8885
2698,0.6369
2699,0.0
2700,0.0
2701,0.0
2702,0.6486
2703,0.0
2704,0.0
2705,0.3612
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.8126
2712,-0.34
2713,0.3612
2714,0.25
2715,-0.1531
2716,0.0
2717,0.4588
2718,0.6486
2719,0.765
2720,0.6369
2721,0.0
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.4215
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.3612
2737,0.5106
2738,0.4939
2739,0.2023
2740,0.0
2741,0.0
2742,0.3612
2743,0.5106
2744,0.4939
2745,0.2023
2746,-0.5106
2747,0.0
2748,0.0
2749,0.7717
2750,-0.5106
2751,-0.34
2752,0.4215
2753,0.5859
2754,0.0
2755,0.8225
2756,0.5859
2757,0.5859
2758,0.296
2759,0.0
2760,0.6486
2761,0.3612
2762,0.6369
2763,0.2023
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,-0.296
2771,0.7717
2772,0.4019
2773,0.4019
2774,0.3612
2775,0.0
2776,-0.25
2777,0.2732
2778,0.4215
2779,-0.4019
2780,0.296
2781,0.2732
2782,0.8225
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.7184
2791,0.4767
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.7184
2797,0.4767
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.8402
2803,0.0
2804,0.0
2805,0.8885
2806,0.6369
2807,0.0
2808,0.0
2809,0.0
2810,0.6486
2811,0.0
2812,0.0
2813,0.3612
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.8126
2820,-0.34
2821,0.3612
2822,0.25
2823,-0.1531
2824,0.0
2825,0.4588
2826,0.6486
2827,0.765
2828,0.6369
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.4215
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.6597
2857,0.3182
2858,-0.2732
2859,-0.2732
2860,0.4939
2861,0.4939
2862,0.4939
2863,0.4939
2864,0.4939
2865,-0.0516
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,-0.765
2872,0.0
2873,0.0
2874,0.0
2875,-0.1027
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.5859
2882,0.0
2883,0.3612
2884,0.0
2885,0.6124
2886,0.0
2887,0.0
2888,0.0
2889,0.34
2890,0.5106
2891,-0.296
2892,0.7269
2893,0.296
2894,0.0
2895,0.0
2896,0.0
2897,-0.1531
2898,0.0
2899,0.9081
2900,-0.7506
2901,0.0
2902,0.0
2903,-0.1531
2904,0.0
2905,0.9081
2906,-0.7506
2907,0.0
2908,0.0
2909,0.0
2910,0.0
2911,0.0
2912,-0.2732
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.3612
2919,0.3612
2920,0.4939
2921,0.0
2922,0.0
2923,0.4215
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.7579
2930,0.0
2931,0.0
2932,0.0
2933,0.6369
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.296
2939,0.0
2940,0.2023
2941,0.5574
2942,0.6597
2943,0.0
2944,-0.1531
2945,0.4215
2946,0.0
2947,-0.5719
2948,0.7003
2949,0.0
2950,0.4588
2951,0.0
2952,0.6249
2953,0.4939
2954,-0.8271
2955,0.0
2956,0.4588
2957,0.0
2958,0.6249
2959,0.4939
2960,-0.8271
2961,0.0
2962,0.7506
2963,-0.5994
2964,0.0
2965,0.0
2966,0.3612
2967,0.6369
2968,0.0
2969,0.0
2970,0.743
2971,0.0
2972,0.0
2973,0.5859
2974,0.0
2975,0.0
2976,0.5859
2977,0.0
2978,0.0
2979,0.4215
2980,0.3612
2981,0.0
2982,-0.5423
2983,0.0
2984,0.0
2985,0.6369
2986,0.802
2987,0.3612
2988,0.296
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,-0.4767
2995,-0.4767
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.4404
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.5574
3016,0.0
3017,0.0
3018,0.6369
3019,0.5574
3020,0.3182
3021,0.0
3022,0.0
3023,0.0
3024,0.3612
3025,0.4767
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.4404
3032,-0.2732
3033,0.0
3034,0.0
3035,-0.2732
3036,0.4019
3037,-0.2732
3038,0.0
3039,-0.7096
3040,0.7351
3041,0.0
3042,0.0
3043,0.0
3044,-0.5423
3045,0.0
3046,0.3612
3047,0.0772
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.3612
3056,0.0
3057,0.3182
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.3182
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3068,0.0
3069,0.3612
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.6369
3076,0.0
3077,0.0
3078,0.0
3079,-0.7269
3080,0.7579
3081,0.3612
3082,0.743
3083,0.9231
3084,0.743
3085,0.3612
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.3612
3093,0.3612
3094,0.0
3095,0.0
3096,0.3612
3097,0.0
3098,0.0
3099,0.0
3100,0.4767
3101,-0.3182
3102,0.0
3103,0.0
3104,0.128
3105,0.0
3106,0.0
3107,0.5574
3108,0.5574
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.5574
3114,0.5574
3115,0.0
3116,0.0
3117,0.0
3118,-0.7506
3119,-0.6908
3120,-0.5859
3121,0.5994
3122,-0.5859
3123,-0.3182
3124,0.3612
3125,-0.0772
3126,0.6124
3127,0.8074
3128,0.4939
3129,0.0
3130,0.0
3131,0.8176
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.6705
3138,0.5574
3139,0.0
3140,0.0
3141,0.5574
3142,0.0
3143,0.0
3144,-0.1531
3145,-0.3818
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.4215
3153,0.0
3154,0.0
3155,0.0772
3156,0.7096
3157,0.0772
3158,-0.7096
3159,-0.0772
3160,0.4019
3161,0.3612
3162,0.0
3163,0.6369
3164,0.3612
3165,0.6124
3166,0.4019
3167,0.3612
3168,0.0
3169,0.6369
3170,0.3612
3171,0.6124
3172,0.8126
3173,0.5574
3174,0.4767
3175,0.1779
3176,0.0
3177,0.743
3178,0.0
3179,0.0
3180,0.0
3181,0.4767
3182,-0.1779
3183,0.0
3184,0.6369
3185,0.4767
3186,0.0
3187,0.0
3188,0.8126
3189,-0.1027
3190,0.743
3191,0.9451
3192,0.0
3193,0.743
3194,0.25
3195,0.0
3196,0.0
3197,0.7351
3198,-0.6908
3199,0.0
3200,0.0
3201,0.0
3202,0.0
3203,0.3612
3204,0.34
3205,0.0
3206,-0.6705
3207,0.0
3208,-0.3612
3209,0.0
3210,0.4019
3211,0.7506
3212,0.5106
3213,0.0
3214,0.3612
3215,0.3612
3216,0.0
3217,0.0
3218,0.0
3219,0.0
3220,0.3612
3221,0.3612
3222,0.0
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.3182
3228,0.7184
3229,0.5859
3230,0.6808
3231,0.802
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.9468
3239,0.8152
3240,0.9638
3241,0.6124
3242,0.0
3243,0.0
3244,0.4939
3245,0.4767
3246,0.6369
3247,0.8658
3248,0.4019
3249,0.6369
3250,0.4939
3251,0.4767
3252,0.6369
3253,0.8658
3254,0.4019
3255,0.6369
3256,0.5574
3257,-0.34
3258,0.0772
3259,0.5859
3260,0.6369
3261,0.0
3262,0.0
3263,0.0
3264,-0.34
3265,0.0
3266,-0.1531
3267,0.4939
3268,0.4767
3269,0.6369
3270,0.6369
3271,0.3818
3272,0.6369
3273,0.8555
3274,0.3612
3275,0.0
3276,0.6369
3277,0.3818
3278,0.6369
3279,0.8555
3280,0.3612
3281,0.0
3282,0.9578
3283,0.0
3284,0.0
3285,0.5859
3286,0.5859
3287,0.6369
3288,0.6369
3289,0.8126
3290,0.0
3291,0.5994
3292,0.0772
3293,0.0
3294,0.0
3295,-0.5574
3296,0.3182
3297,0.0
3298,0.3182
3299,0.0
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,0.0
3309,-0.5423
3310,0.0
3311,0.0
3312,-0.5423
3313,0.0
3314,-0.1027
3315,0.0
3316,0.0
3317,-0.4215
3318,0.2732
3319,-0.5106
3320,0.0
3321,0.0
3322,0.0
3323,-0.4215
3324,0.2732
3325,-0.5106
3326,0.0
3327,0.0
3328,0.0
3329,0.7579
3330,0.0
3331,0.0
3332,0.3612
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.8126
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.5574
3355,0.0
3356,0.0
3357,0.2023
3358,0.4767
3359,0.5859
3360,0.4767
3361,0.34
3362,0.0
3363,0.0
3364,0.0
3365,-0.6486
3366,0.0
3367,0.0
3368,0.4215
3369,0.6124
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.8225
3375,0.6124
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.8225
3381,0.5574
3382,0.0
3383,0.926
3384,0.3612
3385,0.0
3386,0.7579
3387,0.0
3388,0.0
3389,0.8074
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.5719
3395,0.8225
3396,0.0772
3397,0.5267
3398,0.0
3399,-0.3182
3400,0.2263
3401,0.0
3402,0.5574
3403,0.3182
3404,0.8957
3405,-0.3182
3406,0.2263
3407,0.0
3408,0.5574
3409,0.3182
3410,0.8957
3411,0.0
3412,0.5994
3413,0.4767
3414,0.3612
3415,0.7096
3416,0.0
3417,0.0
3418,0.9001
3419,-0.34
3420,0.3612
3421,0.0
3422,-0.34
3423,0.4404
3424,0.7506
3425,0.5106
3426,0.0
3427,0.0
3428,-0.1531
3429,-0.0516
3430,0.0
3431,0.0
3432,0.0
3433,0.5106
3434,-0.1531
3435,-0.0516
3436,0.0
3437,0.0
3438,0.0
3439,0.5106
3440,0.0
3441,0.3612
3442,0.0
3443,0.0
3444,0.0
3445,0.0
3446,0.0772
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.3612
3457,-0.4767
3458,0.0
3459,0.0
3460,0.0
3461,0.0
3462,0.7269
3463,0.0
3464,0.0
3465,-0.4767
3466,0.0
3467,0.2023
3468,0.5574
3469,0.0
3470,0.0
3471,0.8225
3472,0.0
3473,0.0
3474,0.0
3475,0.8225
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,-0.1531
3487,0.0
3488,0.5106
3489,0.0
3490,0.7184
3491,0.0
3492,0.0
3493,-0.296
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0772
3502,0.0
3503,0.0
3504,0.0
3505,0.5859
3506,0.9081
3507,0.9493
3508,0.4939
3509,0.872
3510,0.296
3511,0.0
3512,0.4404
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.4404
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0516
3524,-0.2023
3525,0.5423
3526,0.0
3527,0.0
3528,0.9325
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.8779
3534,0.0
3535,0.0
3536,0.34
3537,0.8442
3538,0.0
3539,0.0
3540,0.6369
3541,0.8555
3542,0.34
3543,0.8442
3544,0.0
3545,0.0
3546,0.6369
3547,0.8555
3548,0.6369
3549,0.0
3550,0.6808
3551,0.3612
3552,0.5574
3553,0.0
3554,-0.1779
3555,0.4939
3556,0.0
3557,0.3612
3558,0.0
3559,0.3612
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.4939
3565,0.0
3566,0.7096
3567,0.4019
3568,0.9136
3569,0.5859
3570,0.5574
3571,0.8442
3572,0.7096
3573,0.4019
3574,0.9136
3575,0.5859
3576,0.5574
3577,0.8442
3578,0.0
3579,0.0
3580,0.8126
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.5994
3587,0.0772
3588,0.0
3589,0.0
3590,0.3182
3591,0.0
3592,0.5994
3593,0.0772
3594,0.0
3595,0.0
3596,0.3182
3597,0.0
3598,0.0
3599,0.0
3600,0.0
3601,0.4939
3602,-0.34
3603,0.0
3604,0.0
3605,0.1531
3606,0.0
3607,0.0
3608,0.0
3609,0.0
3610,0.872
3611,0.0
3612,0.0
3613,0.0
3614,0.8979
3615,0.25
3616,0.0
3617,0.0
3618,0.0
3619,0.0
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,-0.34
3627,0.0
3628,0.5859
3629,0.3612
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,-0.0516
3635,0.0
3636,-0.296
3637,0.0
3638,0.6486
3639,-0.0516
3640,0.3612
3641,0.5267
3642,-0.1531
3643,0.6705
3644,0.0
3645,0.7717
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.7717
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,-0.2023
3657,0.3612
3658,0.4019
3659,0.2263
3660,0.0
3661,0.0
3662,0.0
3663,0.9118
3664,0.0
3665,0.0
3666,0.0
3667,0.4588
3668,0.0
3669,0.0
3670,0.5574
3671,0.0
3672,0.0
3673,0.0
3674,0.0772
3675,0.0
3676,0.5574
3677,0.0
3678,0.0
3679,0.0
3680,0.0772
3681,0.0
3682,0.6597
3683,-0.0572
3684,0.7906
3685,0.0
3686,0.0
3687,0.0
3688,-0.34
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.743
3695,0.4939
3696,0.6908
3697,0.4939
3698,-0.6369
3699,-0.3612
3700,0.0
3701,0.0
3702,0.0
3703,0.0
3704,0.0
3705,0.0
3706,-0.5859
3707,0.6908
3708,0.0
3709,0.0
3710,0.2732
3711,0.0
3712,0.3612
3713,0.4019
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,0.3612
3726,0.0
3727,0.0
3728,0.0
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.4215
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.4215
3754,0.0772
3755,0.2023
3756,0.0
3757,0.0
3758,0.0
3759,0.5859
3760,0.0
3761,-0.4767
3762,0.2023
3763,0.3612
3764,-0.3612
3765,-0.4019
3766,0.0
3767,0.0
3768,0.0
3769,0.8126
3770,0.6369
3771,0.5859
3772,0.8126
3773,0.6808
3774,0.0
3775,0.8126
3776,0.6369
3777,0.5859
3778,0.8126
3779,0.6808
3780,0.5106
3781,0.8139
3782,0.0
3783,0.802
3784,0.6369
3785,0.0
3786,0.0
3787,-0.34
3788,0.0
3789,0.0
3790,0.0
3791,0.3612
3792,0.0
3793,0.0
3794,0.5994
3795,0.0
3796,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0772
3801,0.4215
3802,0.0
3803,0.0
3804,0.4939
3805,0.4788
3806,0.0
3807,0.7579
3808,0.0
3809,-0.3612
3810,0.5574
3811,0.0772
3812,0.0
3813,0.1779
3814,-0.4767
3815,0.0
3816,-0.9705
3817,-0.7351
3818,0.8126
3819,0.25
3820,0.0
3821,0.3612
3822,0.8126
3823,0.0
3824,0.8126
3825,0.25
3826,0.0
3827,0.3612
3828,0.8126
3829,0.0
3830,0.9371
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,-0.34
3839,0.0258
3840,0.7964
3841,0.0
3842,0.0
3843,0.0
3844,-0.3089
3845,0.0
3846,-0.3089
3847,0.0
3848,0.0
3849,0.3612
3850,0.4215
3851,0.3612
3852,0.4404
3853,-0.4215
